"t Gyro","abs Gyro","t IMU","abs IMU","t GPS","v GPS","z GPS","lat GPS","lon GPS"
0.000000000E0,2.844297690E-2,0.000000000E0,9.206882949E0,0.000000000E0,1.053420901E0,2.517017636E2,5.078160840E1,6.045224903E0
5.004687000E-3,2.844297690E-2,5.045312000E-3,9.398229760E0,2.043463540E-1,7.716901302E-1,2.524449579E2,5.078168971E1,6.045264984E0
1.000937500E-2,2.844297690E-2,1.001093700E-2,9.519562884E0,1.213421354E0,1.721978784E-1,2.564871024E2,5.078190093E1,6.045283374E0
1.501718700E-2,2.844297690E-2,1.498593700E-2,9.753619139E0,2.244354687E0,2.988449335E-1,2.457765441E2,5.078186740E1,6.045253477E0
2.002187500E-2,2.844297690E-2,1.999062500E-2,9.916347326E0,3.395609895E0,1.134240180E-1,2.476794530E2,5.078182624E1,6.045276837E0
2.502812500E-2,2.844297690E-2,2.499531200E-2,1.011182878E1,4.351838020E0,0.000000000E0,2.476794530E2,5.078182624E1,6.045276837E0
3.000156200E-2,2.844297690E-2,3.000156200E-2,1.020484185E1,5.356982812E0,7.288383842E-1,2.496493536E2,5.078182432E1,6.045273340E0
3.500625000E-2,2.844297690E-2,3.500625000E-2,1.025052150E1,6.353077603E0,2.439100266E0,2.534772332E2,5.078179872E1,6.045294217E0
4.001250000E-2,2.844297690E-2,4.001250000E-2,1.027191915E1,7.356870311E0,4.815070629E0,2.543302467E2,5.078175575E1,6.045339405E0
4.501875000E-2,2.844297690E-2,4.498750000E-2,1.017239875E1,8.357202603E0,9.770735741E0,2.547810341E2,5.078167041E1,6.045439641E0
5.002343700E-2,2.844297690E-2,4.999218700E-2,1.015627444E1,9.362891144E0,1.295447254E1,2.531725712E2,5.078156165E1,6.045568391E0
5.499843700E-2,2.844297690E-2,5.499843700E-2,1.014139952E1,1.035344271E1,1.454335785E1,2.526006523E2,5.078144769E1,6.045713834E0
6.000312500E-2,2.844297690E-2,6.000468700E-2,1.007724452E1,1.135292916E1,1.627687836E1,2.516835258E2,5.078131999E1,6.045875255E0
6.500937500E-2,2.844297690E-2,6.500937500E-2,9.988384210E0,1.235675833E1,1.809553146E1,2.517820467E2,5.078115507E1,6.046018179E0
7.001562500E-2,1.001034964E0,6.998281200E-2,9.865751739E0,1.335799948E1,1.828681183E1,2.519971762E2,5.078100030E1,6.046177306E0
7.502031200E-2,9.815302111E-1,7.498906200E-2,9.818095281E0,1.435566875E1,1.737345314E1,2.519513671E2,5.078087564E1,6.046346079E0
8.002500000E-2,9.567436734E-1,7.999375000E-2,9.886989554E0,1.535689635E1,1.643062782E1,2.517187314E2,5.078076901E1,6.046513412E0
8.500000000E-2,9.297593537E-1,8.500000000E-2,1.002914786E1,1.635913281E1,1.613840103E1,2.515200273E2,5.078066927E1,6.046681216E0
9.000468700E-2,9.017082691E-1,9.000625000E-2,1.008298172E1,1.735421927E1,1.579301929E1,2.513848693E2,5.078057160E1,6.046848587E0
9.501093700E-2,8.680874269E-1,9.501093700E-2,1.002112085E1,1.835417291E1,1.538697720E1,2.510882707E2,5.078048046E1,6.047010893E0
1.000171870E-1,8.366525867E-1,9.998437500E-2,9.962517304E0,1.936331562E1,1.523109055E1,2.510276553E2,5.078039279E1,6.047175108E0
1.050218750E-1,8.064503759E-1,1.049906250E-1,9.870241424E0,2.035178646E1,1.525551319E1,2.504897311E2,5.078031113E1,6.047345878E0
1.100281250E-1,7.783842470E-1,1.099968750E-1,9.794793121E0,2.136662343E1,1.502013779E1,2.500917493E2,5.078023438E1,6.047518436E0
1.150015620E-1,7.433916288E-1,1.150015620E-1,9.660344616E0,2.235269948E1,1.485102081E1,2.501371359E2,5.078016157E1,6.047693106E0
1.200078120E-1,7.187161017E-1,1.200078120E-1,9.509036056E0,2.335877448E1,1.448449516E1,2.502745368E2,5.078009375E1,6.047866000E0
1.250140620E-1,6.898840448E-1,1.249812500E-1,9.413596754E0,2.435423698E1,1.433418465E1,2.502467993E2,5.078003469E1,6.048041652E0
1.300187500E-1,6.677637231E-1,1.299875000E-1,9.251344214E0,2.535741458E1,1.413367653E1,2.499911313E2,5.077997993E1,6.048217721E0
1.350250000E-1,6.244907491E-1,1.349921870E-1,9.175285866E0,2.636675104E1,1.359462261E1,2.496621498E2,5.077992619E1,6.048390883E0
1.399984370E-1,5.993120154E-1,1.399984370E-1,9.129033178E0,2.735572968E1,1.355512142E1,2.491258998E2,5.077988232E1,6.048564269E0
1.450046870E-1,5.902222775E-1,1.450046870E-1,9.042260781E0,2.835598698E1,1.348776722E1,2.489236767E2,5.077984172E1,6.048741364E0
1.500093750E-1,5.891908549E-1,1.500093750E-1,9.135104292E0,2.936320989E1,1.369650650E1,2.491045800E2,5.077980117E1,6.048921430E0
1.550156250E-1,5.948472504E-1,1.549843750E-1,9.221251697E0,3.035340520E1,1.381505680E1,2.496867401E2,5.077976256E1,6.049105038E0
1.600203120E-1,6.176883567E-1,1.599890620E-1,9.141241676E0,3.139458333E1,1.378622150E1,2.502191614E2,5.077972830E1,6.049290091E0
1.650265620E-1,6.406412747E-1,1.649937500E-1,9.408197692E0,3.235145208E1,1.372010231E1,2.506399437E2,5.077969712E1,6.049479356E0
1.700000000E-1,6.730936665E-1,1.700015620E-1,9.641157180E0,3.335806875E1,1.372689056E1,2.512811722E2,5.077967354E1,6.049671554E0
1.750062500E-1,7.125234265E-1,1.750062500E-1,9.626424707E0,3.435285156E1,1.368825054E1,2.515012574E2,5.077965481E1,6.049865727E0
1.800109370E-1,7.619740116E-1,1.800125000E-1,9.700416220E0,3.535674322E1,1.346989918E1,2.515745888E2,5.077963969E1,6.050057791E0
1.850171870E-1,8.121751441E-1,1.849859370E-1,9.873860024E0,3.635498593E1,1.320032692E1,2.512706150E2,5.077962646E1,6.050243998E0
1.900234370E-1,8.540490303E-1,1.899906250E-1,9.915848459E0,3.735669218E1,1.089805984E1,2.511805835E2,5.077961524E1,6.050409651E0
1.950281250E-1,8.797909961E-1,1.949968750E-1,1.003518231E1,3.836076718E1,5.050789833E0,2.509656454E2,5.077960807E1,6.050513667E0
2.000031250E-1,8.960099980E-1,2.000031250E-1,1.017966368E1,3.935863020E1,2.553246260E0,2.508633595E2,5.077960294E1,6.050548873E0
2.050078120E-1,9.037874601E-1,2.050078120E-1,1.020586606E1,4.035771041E1,4.341915548E-1,2.506826474E2,5.077960053E1,6.050556000E0
2.100140620E-1,9.202566440E-1,2.099828120E-1,1.026148921E1,4.138838749E1,8.291785717E-1,2.504770300E2,5.077960187E1,6.050540816E0
2.150203120E-1,9.520510939E-1,2.149875000E-1,1.025966576E1,4.236268697E1,0.000000000E0,2.504770300E2,5.077960187E1,6.050540816E0
2.200250000E-1,9.917539486E-1,2.199937500E-1,1.020516049E1,4.338513437E1,3.078633308E0,2.501787896E2,5.077960569E1,6.050552978E0
2.250000000E-1,1.026795954E0,2.250000000E-1,1.016334300E1,4.436850260E1,5.029379845E0,2.499658933E2,5.077959867E1,6.050599941E0
2.300046870E-1,1.029898506E0,2.300046870E-1,1.008783299E1,4.535690208E1,5.279027462E0,2.500199867E2,5.077958718E1,6.050665216E0
2.350109370E-1,1.012876458E0,2.350093750E-1,1.001905193E1,4.636715156E1,5.525793076E0,2.504571033E2,5.077959261E1,6.050730034E0
2.400156250E-1,9.712219417E-1,2.399843750E-1,1.001022809E1,4.735310833E1,5.159243107E0,2.503788165E2,5.077962583E1,6.050785873E0
2.450218750E-1,9.200960711E-1,2.449890620E-1,1.006078539E1,4.835673176E1,8.116190910E0,2.500398696E2,5.077971145E1,6.050805919E0
2.500281250E-1,8.573040331E-1,2.499953120E-1,1.015453614E1,4.935947395E1,1.166895771E1,2.498558416E2,5.077984133E1,6.050815576E0
2.550015620E-1,8.245739402E-1,2.550015620E-1,1.025250267E1,5.035144374E1,1.534145546E1,2.497428903E2,5.077999541E1,6.050818323E0
2.600062500E-1,8.479390214E-1,2.600062500E-1,1.030224941E1,5.135727551E1,1.606649780E1,2.498353403E2,5.078015925E1,6.050826460E0
2.650125000E-1,9.079315330E-1,2.650125000E-1,1.035759858E1,5.238876301E1,1.623234749E1,2.499360203E2,5.078031697E1,6.050832699E0
2.700187500E-1,9.946672155E-1,2.699859370E-1,1.041197084E1,5.336074530E1,1.645173836E1,2.496735928E2,5.078047141E1,6.050832037E0
2.750234370E-1,1.088844971E0,2.749921870E-1,1.040022673E1,5.435803280E1,1.657549667E1,2.495799835E2,5.078062603E1,6.050828840E0
2.799984370E-1,1.167297419E0,2.799984370E-1,1.044368203E1,5.535859114E1,1.664880753E1,2.499639796E2,5.078077163E1,6.050814792E0
2.850031250E-1,1.228809492E0,2.850031250E-1,1.047354608E1,5.635953541E1,1.675844193E1,2.502995260E2,5.078091635E1,6.050801371E0
2.930082610E-1,1.270961429E0,2.900093750E-1,1.046696325E1,5.735324947E1,1.637262154E1,2.506379333E2,5.078106006E1,6.050792481E0
2.950140620E-1,1.304144492E0,2.949828120E-1,1.059770455E1,5.835841405E1,1.636663628E1,2.508305980E2,5.078120860E1,6.050779720E0
3.000203120E-1,1.353884643E0,2.999890620E-1,1.059009473E1,5.936598853E1,1.612729836E1,2.510067500E2,5.078135566E1,6.050772794E0
3.050250000E-1,1.439087511E0,3.049937500E-1,1.051748772E1,6.036816718E1,1.608664513E1,2.511229860E2,5.078150069E1,6.050767701E0
3.100000000E-1,1.549107043E0,3.100000000E-1,1.055750730E1,6.135558228E1,1.604134178E1,2.511402206E2,5.078164418E1,6.050762989E0
3.150046870E-1,1.681936420E0,3.150046870E-1,1.025992055E1,6.235598905E1,1.601686287E1,2.510337166E2,5.078178658E1,6.050758850E0
3.200109370E-1,1.830035207E0,3.200109370E-1,1.013609441E1,6.335519999E1,1.597620583E1,2.509635761E2,5.078193117E1,6.050754077E0
3.250328120E-1,1.979398670E0,3.249843750E-1,9.947882708E0,6.438664062E1,1.597655964E1,2.509307281E2,5.078207644E1,6.050748470E0
3.300218750E-1,2.128296316E0,3.299906250E-1,9.813793173E0,6.535281301E1,1.593806171E1,2.509612710E2,5.078222040E1,6.050741367E0
3.350281250E-1,2.255856824E0,3.349953120E-1,9.691841589E0,6.635586509E1,1.594737530E1,2.508787953E2,5.078236356E1,6.050731738E0
3.400015620E-1,2.335613151E0,3.400015620E-1,9.608567912E0,6.738394374E1,1.605583954E1,2.507532277E2,5.078250799E1,6.050726104E0
3.450078120E-1,2.370362953E0,3.450078120E-1,9.672167555E0,6.838920051E1,1.611289597E1,2.507560139E2,5.078265495E1,6.050726670E0
3.500125000E-1,2.380380804E0,3.500125000E-1,9.933785094E0,6.935383020E1,1.621608543E1,2.505716176E2,5.078280536E1,6.050728398E0
3.550187500E-1,2.370739259E0,3.549875000E-1,1.022536151E1,7.038493801E1,1.655825806E1,2.503253398E2,5.078295740E1,6.050728854E0
3.600234370E-1,2.371901222E0,3.599921870E-1,1.039752342E1,7.135975572E1,1.662064362E1,2.500328504E2,5.078310998E1,6.050729682E0
3.649984370E-1,2.376557303E0,3.649984370E-1,1.032531649E1,7.236374374E1,1.653042603E1,2.496351862E2,5.078326134E1,6.050731201E0
3.700031250E-1,2.388928677E0,3.700046870E-1,1.015439161E1,7.339040207E1,1.639439774E1,2.493904135E2,5.078340992E1,6.050736180E0
3.750093750E-1,2.454110237E0,3.750093750E-1,9.954969794E0,7.435772811E1,1.626142693E1,2.489111137E2,5.078355629E1,6.050745564E0
3.800156250E-1,2.525731002E0,3.799843750E-1,9.915825107E0,7.535421353E1,1.622480392E1,2.487170066E2,5.078370217E1,6.050755737E0
3.850203120E-1,2.592039658E0,3.849890620E-1,1.019283601E1,7.635987499E1,1.618184662E1,2.484631324E2,5.078384824E1,6.050764771E0
3.900265620E-1,2.662567031E0,3.899953120E-1,1.056454227E1,7.735683697E1,1.599826908E1,2.484418011E2,5.078399117E1,6.050769653E0
3.950000000E-1,2.736955772E0,3.950000000E-1,1.073756533E1,7.835749374E1,1.613195801E1,2.481180809E2,5.078413678E1,6.050767291E0
4.000062500E-1,2.831221951E0,4.000062500E-1,1.078783410E1,7.939347082E1,1.615953445E1,2.477784818E2,5.078428350E1,6.050768034E0
4.050109370E-1,2.930103393E0,4.050125000E-1,1.075807956E1,8.035893697E1,1.622234154E1,2.477430750E2,5.078442922E1,6.050775134E0
4.100171870E-1,3.044988832E0,4.099859370E-1,1.061684849E1,8.136162759E1,1.620874977E1,2.474904150E2,5.078457665E1,6.050780931E0
4.150218750E-1,3.173963478E0,4.149906250E-1,1.034064963E1,8.235960676E1,1.586369801E1,2.473083658E2,5.078471956E1,6.050782876E0
4.200281250E-1,3.323584373E0,4.199968750E-1,1.003573038E1,8.335480676E1,1.574918079E1,2.470557817E2,5.078486399E1,6.050788794E0
4.250031250E-1,3.483448722E0,4.250031250E-1,9.859395947E0,8.435631718E1,1.566080666E1,2.469626159E2,5.078500887E1,6.050793559E0
4.300078120E-1,3.637570106E0,4.300078120E-1,9.809703364E0,8.535763540E1,1.568988800E1,2.467364293E2,5.078515543E1,6.050796382E0
4.350125000E-1,3.779845971E0,4.349828120E-1,9.969865205E0,8.638293749E1,1.573760509E1,2.467736309E2,5.078530356E1,6.050800366E0
4.400187500E-1,3.906396516E0,4.399875000E-1,1.027441378E1,8.738559217E1,1.582997799E1,2.468685781E2,5.078544996E1,6.050799736E0
4.450234370E-1,3.961166941E0,4.449937500E-1,1.054302075E1,8.835796822E1,1.512625122E1,2.468337111E2,5.078559177E1,6.050790529E0
4.499984370E-1,3.893977344E0,4.499984370E-1,1.082703225E1,8.939611978E1,1.350626945E1,2.468832341E2,5.078572003E1,6.050781972E0
4.550046870E-1,3.684266218E0,4.550046870E-1,1.086173713E1,9.035791353E1,1.047439003E1,2.470150383E2,5.078582461E1,6.050769842E0
4.600093750E-1,3.335715416E0,4.600093750E-1,1.073014866E1,9.135429322E1,7.493224621E0,2.470550635E2,5.078590236E1,6.050757607E0
4.650156250E-1,2.880121753E0,4.649843750E-1,1.057480731E1,9.236001978E1,5.658233643E0,2.470154615E2,5.078595823E1,6.050740667E0
4.700203120E-1,2.359222610E0,4.699890620E-1,1.042434035E1,9.335238697E1,4.688197136E0,2.468893157E2,5.078600074E1,6.050721585E0
4.750265620E-1,1.842204278E0,4.749953120E-1,1.020023862E1,9.435708488E1,4.056278706E0,2.469580884E2,5.078602989E1,6.050699726E0
4.800000000E-1,1.376019978E0,4.800171870E-1,9.926608556E0,9.535724478E1,3.788649559E0,2.474047839E2,5.078605136E1,6.050683613E0
4.850062500E-1,1.013409774E0,4.850062500E-1,9.759001239E0,9.635344530E1,4.241791248E0,2.478242963E2,5.078608538E1,6.050674820E0
4.900125000E-1,7.434267465E-1,4.900125000E-1,9.832144347E0,9.735678280E1,6.905405045E0,2.480035087E2,5.078615243E1,6.050668070E0
4.950171870E-1,3.611448500E-1,4.949859370E-1,1.019710911E1,9.835585519E1,8.364054680E0,2.480717002E2,5.078622476E1,6.050657025E0
5.000234370E-1,1.516816601E-1,4.999921870E-1,1.061598457E1,9.935574321E1,8.223348618E0,2.480907135E2,5.078630222E1,6.050643988E0
5.049968750E-1,3.078663858E-2,5.049968750E-1,1.095746155E1,1.003574047E2,8.555812836E0,2.483523484E2,5.078638032E1,6.050635786E0
5.100015620E-1,1.045133148E-1,5.100031250E-1,1.125487475E1,1.013633302E2,8.683957100E0,2.484698476E2,5.078645825E1,6.050629432E0
5.150078120E-1,1.641807564E-1,5.150078120E-1,1.144593444E1,1.023555656E2,8.279625893E0,2.486219587E2,5.078652950E1,6.050621623E0
5.200140620E-1,2.231122032E-1,5.199828120E-1,1.162965512E1,1.033544167E2,8.140257835E0,2.486948677E2,5.078660008E1,6.050615469E0
5.250203120E-1,2.928230849E-1,5.249875000E-1,1.154981208E1,1.043565552E2,8.114404678E0,2.487793544E2,5.078667380E1,6.050613007E0
5.300250000E-1,3.604104919E-1,5.299937500E-1,1.125136619E1,1.053544953E2,8.061944008E0,2.488949802E2,5.078674426E1,6.050612968E0
5.349984370E-1,4.167139858E-1,5.350000000E-1,1.083731550E1,1.063593281E2,7.205139637E0,2.489255391E2,5.078681296E1,6.050613868E0
5.400046870E-1,4.700186134E-1,5.400046870E-1,1.065709316E1,1.073541703E2,6.404250622E0,2.487061625E2,5.078687451E1,6.050614343E0
5.450109370E-1,5.038479319E-1,5.450109370E-1,1.065858625E1,1.083530974E2,5.584218979E0,2.485011541E2,5.078692390E1,6.050612130E0
5.500156250E-1,4.973268513E-1,5.499843750E-1,1.079649407E1,1.093589140E2,4.667457581E0,2.484319031E2,5.078696473E1,6.050610601E0
5.550218750E-1,4.782259547E-1,5.549906250E-1,1.077986524E1,1.103514401E2,4.191610336E0,2.482682057E2,5.078700088E1,6.050609766E0
5.600265620E-1,4.590781319E-1,5.599953120E-1,1.063928891E1,1.113547599E2,3.724273920E0,2.479551772E2,5.078703476E1,6.050612008E0
5.650015620E-1,4.878148128E-1,5.650015620E-1,1.050395400E1,1.123553484E2,3.230574131E0,2.472634253E2,5.078706482E1,6.050616341E0
5.700062500E-1,5.792007451E-1,5.700062500E-1,1.051085405E1,1.133554031E2,2.790488958E0,2.467783338E2,5.078709010E1,6.050618533E0
5.750125000E-1,7.354137552E-1,5.750125000E-1,1.060353183E1,1.143573021E2,2.847424984E0,2.464705000E2,5.078711300E1,6.050622132E0
5.800187500E-1,9.189906872E-1,5.799875000E-1,1.070694683E1,1.153624234E2,3.291906595E0,2.458569959E2,5.078714207E1,6.050625297E0
5.850234370E-1,1.123276715E0,5.849921870E-1,1.082827285E1,1.163518057E2,4.028890610E0,2.452885165E2,5.078717771E1,6.050629050E0
5.899984370E-1,1.407457360E0,5.899968750E-1,1.092343828E1,1.173562318E2,4.791766167E0,2.448679080E2,5.078721903E1,6.050631723E0
5.950031250E-1,1.711501840E0,5.950031250E-1,1.091230347E1,1.183586151E2,6.109285831E0,2.447222576E2,5.078726426E1,6.050663348E0
6.000078120E-1,2.030951545E0,6.000078120E-1,1.070531927E1,1.193903239E2,9.022394180E0,2.444754957E2,5.078732353E1,6.050726459E0
6.050140620E-1,2.425985032E0,6.049828120E-1,1.040302673E1,1.203910890E2,1.007618237E1,2.443932024E2,5.078740333E1,6.050786223E0
6.100203120E-1,2.849723507E0,6.099890620E-1,9.998378663E0,1.213838510E2,1.020092487E1,2.441576751E2,5.078749278E1,6.050797123E0
6.150250000E-1,3.212720139E0,6.149937500E-1,9.479225204E0,1.223567432E2,1.142191029E1,2.437923560E2,5.078756575E1,6.050682515E0
6.200000000E-1,3.432940266E0,6.200000000E-1,8.976676644E0,1.233872588E2,1.142459297E1,2.434703795E2,5.078757770E1,6.050506258E0
6.250046870E-1,3.389159038E0,6.250046870E-1,8.403908284E0,1.243869916E2,1.340849972E1,2.433065066E2,5.078756946E1,6.050301779E0
6.300109370E-1,3.250645091E0,6.300109370E-1,7.838890127E0,1.253854229E2,1.508811474E1,2.431175161E2,5.078758301E1,6.050075731E0
6.350171870E-1,3.088535592E0,6.349843750E-1,7.448336463E0,1.263561146E2,1.560405540E1,2.430208319E2,5.078761293E1,6.049847105E0
6.400218750E-1,2.884420691E0,6.399906250E-1,7.366930321E0,1.273592411E2,1.628146362E1,2.428887461E2,5.078765621E1,6.049620438E0
6.450281250E-1,2.601946631E0,6.449968750E-1,7.512789718E0,1.283600948E2,1.634934807E1,2.426175442E2,5.078769747E1,6.049390367E0
6.500015620E-1,2.242256218E0,6.500015620E-1,7.706932005E0,1.293574557E2,1.582589626E1,2.424881730E2,5.078773580E1,6.049161746E0
6.550078120E-1,1.794859338E0,6.550078120E-1,7.888609355E0,1.303576005E2,1.553254795E1,2.425642524E2,5.078776578E1,6.048940454E0
6.600125000E-1,1.279112117E0,6.599812500E-1,7.992285544E0,1.313604182E2,1.531775188E1,2.427218924E2,5.078779694E1,6.048722563E0
6.650187500E-1,7.702465608E-1,6.649859370E-1,8.143518820E0,1.323550890E2,1.523901749E1,2.426100643E2,5.078782267E1,6.048505443E0
6.700250000E-1,4.432609316E-1,6.699921870E-1,8.346762575E0,1.333583750E2,1.505463791E1,2.426554738E2,5.078784094E1,6.048290318E0
6.749984370E-1,6.665600629E-1,6.749984370E-1,8.535782620E0,1.343619568E2,1.462300014E1,2.430580474E2,5.078785319E1,6.048081944E0
6.800031250E-1,1.140874481E0,6.800046870E-1,8.797984988E0,1.353857948E2,1.465846062E1,2.437884123E2,5.078786051E1,6.047875171E0
6.850093750E-1,1.641671618E0,6.850093750E-1,9.067759492E0,1.363826349E2,1.472280788E1,2.444439060E2,5.078786307E1,6.047668301E0
6.900140620E-1,2.061261982E0,6.899828120E-1,9.240705366E0,1.373538265E2,1.490228844E1,2.448601555E2,5.078786111E1,6.047457790E0
6.950203120E-1,2.299126882E0,6.949890620E-1,9.440001706E0,1.383555146E2,1.495872307E1,2.453098005E2,5.078785363E1,6.047245576E0
7.000265620E-1,2.274667355E0,6.999953120E-1,9.639245278E0,1.393559109E2,1.508862686E1,2.456718876E2,5.078784443E1,6.047031735E0
7.050000000E-1,1.999920598E0,7.050000000E-1,9.753892213E0,1.403562745E2,1.507929707E1,2.459704938E2,5.078783458E1,6.046816679E0
7.100062500E-1,1.590029059E0,7.100062500E-1,9.619662984E0,1.413620651E2,1.486794567E1,2.462888708E2,5.078782113E1,6.046605704E0
7.150109370E-1,1.178425980E0,7.150109370E-1,9.398107518E0,1.423526880E2,1.454810333E1,2.465177397E2,5.078780575E1,6.046398820E0
7.200171870E-1,7.712690714E-1,7.199859370E-1,9.267949638E0,1.433533703E2,1.400857735E1,2.469296209E2,5.078779413E1,6.046198284E0
7.250234370E-1,3.589185539E-1,7.249906250E-1,9.197020903E0,1.443540344E2,1.377278614E1,2.472197558E2,5.078777476E1,6.046002361E0
7.300296870E-1,1.902293607E-1,7.299968750E-1,9.102511804E0,1.453566989E2,1.370825577E1,2.474917720E2,5.078774352E1,6.045814431E0
7.350015620E-1,7.763690746E-1,7.350031250E-1,8.822541861E0,1.463613083E2,1.374375057E1,2.481298827E2,5.078770211E1,6.045633221E0
7.400078120E-1,1.676593048E0,7.400078120E-1,8.485612687E0,1.473828276E2,1.377006626E1,2.486472540E2,5.078764805E1,6.045458514E0
7.450125000E-1,1.664864493E0,7.449828120E-1,8.066519807E0,1.483570963E2,1.405895042E1,2.490735973E2,5.078757762E1,6.045298033E0
7.500187500E-1,1.509165555E0,7.499875000E-1,7.683929734E0,1.493579958E2,1.378991318E1,2.495863421E2,5.078750305E1,6.045149692E0
7.550234370E-1,1.668922233E0,7.549921870E-1,7.464412891E0,1.503860937E2,1.365426922E1,2.499987239E2,5.078742729E1,6.045000990E0
7.599984370E-1,1.567644409E0,7.599984370E-1,7.100115690E0,1.513529942E2,1.382293606E1,2.504265722E2,5.078734493E1,6.044853186E0
7.650046870E-1,1.361138275E0,7.650046870E-1,6.647035083E0,1.523724526E2,1.382523155E1,2.507694068E2,5.078725849E1,6.044710310E0
7.700093750E-1,1.272734145E0,7.700093750E-1,6.675487524E0,1.533929375E2,1.383434582E1,2.511443869E2,5.078716635E1,6.044579547E0
7.750156250E-1,1.178250527E0,7.749843750E-1,7.361849178E0,1.543552291E2,1.405112457E1,2.517480878E2,5.078707262E1,6.044461123E0
7.800218750E-1,1.039113906E0,7.799890620E-1,8.086370141E0,1.553642588E2,1.416514778E1,2.522641607E2,5.078697048E1,6.044351347E0
7.850265620E-1,8.888851353E-1,7.849953120E-1,8.587491262E0,1.563551453E2,1.493624973E1,2.527766545E2,5.078685752E1,6.044248784E0
7.900015620E-1,7.499196224E-1,7.900015620E-1,9.214908391E0,1.573543573E2,1.531185627E1,2.532833330E2,5.078673789E1,6.044151241E0
7.950062500E-1,6.174865843E-1,7.950062500E-1,1.012486383E1,1.583509125E2,1.446892452E1,2.535619050E2,5.078661729E1,6.044064795E0
8.000125000E-1,4.780386316E-1,8.000125000E-1,1.110979775E1,1.593559469E2,1.422641182E1,2.537388557E2,5.078649411E1,6.043990570E0
8.050171870E-1,3.556725716E-1,8.049859370E-1,1.214370073E1,1.603555120E2,1.458811188E1,2.540492524E2,5.078637209E1,6.043920527E0
8.100234370E-1,3.216586970E-1,8.099921870E-1,1.288285588E1,1.613557208E2,1.430743027E1,2.543214489E2,5.078624917E1,6.043848644E0
8.149968750E-1,3.358181258E-1,8.149968750E-1,1.316360223E1,1.623623927E2,1.424592686E1,2.544956280E2,5.078612465E1,6.043786462E0
8.200046870E-1,2.947258569E-1,8.200031250E-1,1.323494248E1,1.633533969E2,1.456823158E1,2.545584330E2,5.078599478E1,6.043733833E0
8.250078120E-1,1.756957233E-1,8.250093750E-1,1.319804192E1,1.643551291E2,1.482100391E1,2.545730984E2,5.078585847E1,6.043686182E0
8.300140620E-1,1.320430132E-1,8.299828120E-1,1.316109365E1,1.653599411E2,1.469582939E1,2.547591512E2,5.078572680E1,6.043662561E0
8.350203120E-1,2.967044762E-1,8.349875000E-1,1.295090605E1,1.663661036E2,1.450626469E1,2.549469784E2,5.078559740E1,6.043647461E0
8.400250000E-1,5.159074314E-1,8.399937500E-1,1.247097035E1,1.673553104E2,1.485800743E1,2.551479021E2,5.078546113E1,6.043640066E0
8.450000000E-1,8.014673128E-1,8.449984370E-1,1.176081024E1,1.683616109E2,1.487045479E1,2.552706845E2,5.078532615E1,6.043631435E0
8.500062500E-1,1.223064497E0,8.500046870E-1,1.097054466E1,1.693638359E2,1.498714066E1,2.556539821E2,5.078519402E1,6.043631493E0
8.550109370E-1,1.822633511E0,8.550109370E-1,9.944816582E0,1.703543536E2,1.499474239E1,2.560374067E2,5.078506038E1,6.043640363E0
8.600156250E-1,2.580490893E0,8.599843750E-1,8.975742147E0,1.713561005E2,1.527017117E1,2.564710380E2,5.078492581E1,6.043652160E0
8.650218750E-1,3.573931102E0,8.649906250E-1,8.525908030E0,1.723576833E2,1.542765808E1,2.568283360E2,5.078479014E1,6.043665074E0
8.700281250E-1,4.170612984E0,8.699953120E-1,8.410525039E0,1.733885536E2,1.540782833E1,2.571022334E2,5.078465443E1,6.043685175E0
8.750015620E-1,4.761708468E0,8.750015620E-1,8.393277493E0,1.743820963E2,1.540327835E1,2.574198372E2,5.078452009E1,6.043709140E0
8.800062500E-1,5.318268134E0,8.800078120E-1,8.378304955E0,1.753593203E2,1.484054470E1,2.578453437E2,5.078439046E1,6.043737383E0
8.850125000E-1,5.721740764E0,8.850140620E-1,8.226571853E0,1.763576140E2,1.499463654E1,2.583191069E2,5.078425920E1,6.043770158E0
8.900187500E-1,5.907336369E0,8.899859370E-1,7.682211031E0,1.773531583E2,1.522232819E1,2.587556949E2,5.078412781E1,6.043808456E0
8.950234370E-1,5.888035021E0,8.949921870E-1,6.599955643E0,1.783553786E2,1.510971928E1,2.591327853E2,5.078399603E1,6.043852237E0
8.999984370E-1,5.717767449E0,8.999968750E-1,6.841916191E0,1.793614172E2,1.499027348E1,2.595353019E2,5.078386491E1,6.043901432E0
9.050031250E-1,5.428547485E0,9.050031250E-1,1.179746755E1,1.803609541E2,1.490689564E1,2.599723983E2,5.078373488E1,6.043953601E0
9.100078120E-1,5.031622113E0,9.100078120E-1,1.022779169E1,1.813817026E2,1.467602539E1,2.603650735E2,5.078360833E1,6.044009905E0
9.150140620E-1,4.502275797E0,9.149828120E-1,9.334228456E0,1.823853010E2,1.467832375E1,2.606172754E2,5.078348399E1,6.044062687E0
9.200203120E-1,3.552976401E0,9.199890620E-1,1.010636795E1,1.833857698E2,1.461591053E1,2.611149862E2,5.078336329E1,6.044123044E0
9.250250000E-1,2.327296095E0,9.249937500E-1,9.782369303E0,1.843840724E2,1.465501022E1,2.614996921E2,5.078324109E1,6.044184728E0
9.300000000E-1,1.257199281E0,9.300000000E-1,9.359245419E0,1.853572396E2,1.469204617E1,2.618261229E2,5.078312014E1,6.044253901E0
