"t Gyro";"abs Gyro";"t IMU";"abs IMU";"t GPS";"v GPS";"z GPS";"lat GPS";"lon GPS"
5.480019579E1;1.430418893E-1;5.480028734E1;8.088723424E0;NaN;NaN;NaN;NaN;NaN
5.480510912E1;1.573353629E-1;5.480520068E1;8.133450680E0;NaN;NaN;NaN;NaN;NaN
5.481005297E1;1.610684975E-1;5.481011400E1;8.309551343E0;NaN;NaN;NaN;NaN;NaN
5.481496630E1;1.628160478E-1;5.481505785E1;8.562127902E0;NaN;NaN;NaN;NaN;NaN
5.481987963E1;1.527675365E-1;5.481997118E1;8.813099441E0;NaN;NaN;NaN;NaN;NaN
5.482479296E1;1.344852520E-1;5.482488451E1;9.119133142E0;NaN;NaN;NaN;NaN;NaN
5.482973681E1;1.104418904E-1;5.482979784E1;9.405029329E0;NaN;NaN;NaN;NaN;NaN
5.483465014E1;8.550916885E-2;5.483474169E1;9.712303542E0;NaN;NaN;NaN;NaN;NaN
5.483956347E1;6.647956882E-2;5.483965502E1;9.982597231E0;NaN;NaN;NaN;NaN;NaN
5.484447680E1;7.423385981E-2;5.484456835E1;1.029365917E1;NaN;NaN;NaN;NaN;NaN
5.484939013E1;1.010123469E-1;5.484948168E1;1.055260559E1;NaN;NaN;NaN;NaN;NaN
5.485433398E1;1.362601721E-1;5.485442553E1;1.078967514E1;NaN;NaN;NaN;NaN;NaN
5.485924731E1;1.587948161E-1;5.485933886E1;1.099913655E1;NaN;NaN;NaN;NaN;NaN
5.486416064E1;1.667140923E-1;5.486425219E1;1.110761637E1;NaN;NaN;NaN;NaN;NaN
5.486907397E1;1.552428734E-1;5.486916552E1;1.111661890E1;NaN;NaN;NaN;NaN;NaN
5.487398730E1;1.330659942E-1;5.487407885E1;1.102273828E1;NaN;NaN;NaN;NaN;NaN
5.487890063E1;1.047612596E-1;5.487902270E1;1.081605662E1;NaN;NaN;NaN;NaN;NaN
5.488384447E1;7.917119864E-2;5.488393603E1;1.050304139E1;NaN;NaN;NaN;NaN;NaN
5.488875780E1;6.572862381E-2;5.488884936E1;1.026874832E1;NaN;NaN;NaN;NaN;NaN
5.489367113E1;5.939534162E-2;5.489376269E1;9.953467765E0;NaN;NaN;NaN;NaN;NaN
5.489861498E1;5.735156286E-2;5.489867602E1;9.751466127E0;NaN;NaN;NaN;NaN;NaN
5.490352831E1;5.349824146E-2;5.490358935E1;9.578504129E0;NaN;NaN;NaN;NaN;NaN
5.490844164E1;5.599394724E-2;5.490853320E1;9.526348032E0;NaN;NaN;NaN;NaN;NaN
5.491335497E1;6.784003563E-2;5.491344653E1;9.500417902E0;NaN;NaN;NaN;NaN;NaN
5.491826830E1;8.140137365E-2;5.491835986E1;9.505803149E0;NaN;NaN;NaN;NaN;NaN
5.492318163E1;1.002060013E-1;5.492330370E1;9.579347061E0;NaN;NaN;NaN;NaN;NaN
5.492812548E1;1.124396560E-1;5.492821703E1;9.604558305E0;NaN;NaN;NaN;NaN;NaN
5.493303881E1;1.191652089E-1;5.493313036E1;9.597020586E0;NaN;NaN;NaN;NaN;NaN
5.493795214E1;1.120525068E-1;5.493804369E1;9.548052563E0;NaN;NaN;NaN;NaN;NaN
5.494289599E1;9.533664786E-2;5.494295702E1;9.414565464E0;NaN;NaN;NaN;NaN;NaN
5.494780932E1;7.055216745E-2;5.494787035E1;9.234968808E0;NaN;NaN;NaN;NaN;NaN
5.495272265E1;4.708375244E-2;5.495281420E1;8.958952023E0;NaN;NaN;NaN;NaN;NaN
5.495763598E1;3.355159638E-2;5.495772753E1;8.775549051E0;NaN;NaN;NaN;NaN;NaN
5.496254931E1;6.062551360E-2;5.496264086E1;8.677263125E0;NaN;NaN;NaN;NaN;NaN
5.496746264E1;9.748663597E-2;5.496758471E1;8.701215313E0;NaN;NaN;NaN;NaN;NaN
5.497237597E1;1.261958517E-1;5.497249804E1;8.646628234E0;NaN;NaN;NaN;NaN;NaN
5.497731982E1;1.334560193E-1;5.497741137E1;8.655890799E0;NaN;NaN;NaN;NaN;NaN
5.498223315E1;1.366290241E-1;5.498232470E1;8.778626238E0;NaN;NaN;NaN;NaN;NaN
5.498714648E1;1.323733230E-1;5.498723803E1;9.018145277E0;NaN;NaN;NaN;NaN;NaN
5.499205981E1;1.180496973E-1;5.499215136E1;9.322993587E0;NaN;NaN;NaN;NaN;NaN
5.499697314E1;8.950481545E-2;5.499706469E1;9.619417939E0;NaN;NaN;NaN;NaN;NaN
5.500191698E1;5.894394177E-2;5.500200854E1;9.930027019E0;NaN;NaN;NaN;NaN;NaN
5.500683031E1;3.249888524E-2;5.500692187E1;1.027685026E1;NaN;NaN;NaN;NaN;NaN
5.501174364E1;2.278692608E-2;5.501183520E1;1.049512443E1;NaN;NaN;NaN;NaN;NaN
5.501665697E1;4.932364090E-2;5.501674853E1;1.070152743E1;NaN;NaN;NaN;NaN;NaN
5.502157030E1;7.899714424E-2;5.502166186E1;1.075608084E1;NaN;NaN;NaN;NaN;NaN
5.502651415E1;1.066217688E-1;5.502660570E1;1.075953305E1;NaN;NaN;NaN;NaN;NaN
5.503142748E1;1.269442216E-1;5.503151904E1;1.069069456E1;NaN;NaN;NaN;NaN;NaN
5.503634081E1;1.326801056E-1;5.503643236E1;1.054582341E1;NaN;NaN;NaN;NaN;NaN
5.504125414E1;1.254043865E-1;5.504134570E1;1.038696141E1;NaN;NaN;NaN;NaN;NaN
5.504616747E1;1.023048030E-1;5.504625903E1;1.012608865E1;NaN;NaN;NaN;NaN;NaN
5.505111132E1;8.379834942E-2;5.505120287E1;9.787661279E0;NaN;NaN;NaN;NaN;NaN
5.505602465E1;7.976356953E-2;5.505611620E1;9.321917282E0;NaN;NaN;NaN;NaN;NaN
5.506093798E1;8.208917803E-2;5.506102953E1;8.833405666E0;NaN;NaN;NaN;NaN;NaN
5.506588183E1;8.213051540E-2;5.506594286E1;8.497997275E0;NaN;NaN;NaN;NaN;NaN
5.507079516E1;9.625229869E-2;5.507085619E1;8.342795997E0;NaN;NaN;NaN;NaN;NaN
5.507570849E1;1.142850155E-1;5.507580004E1;8.282780225E0;NaN;NaN;NaN;NaN;NaN
5.508062182E1;1.239036635E-1;5.508071337E1;8.200573841E0;NaN;NaN;NaN;NaN;NaN
5.508553515E1;1.320126065E-1;5.508562670E1;8.108755166E0;NaN;NaN;NaN;NaN;NaN
5.509044848E1;1.408091323E-1;5.509057055E1;8.096086887E0;NaN;NaN;NaN;NaN;NaN
5.509536181E1;1.375655525E-1;5.509548388E1;8.206758935E0;NaN;NaN;NaN;NaN;NaN
5.510027514E1;1.240097230E-1;5.510039721E1;8.410768396E0;NaN;NaN;NaN;NaN;NaN
5.510521899E1;1.079057600E-1;5.510531054E1;8.674346847E0;NaN;NaN;NaN;NaN;NaN
5.511013232E1;9.050661048E-2;5.511022387E1;9.013791194E0;NaN;NaN;NaN;NaN;NaN
5.511504565E1;7.281899101E-2;5.511513720E1;9.409696040E0;NaN;NaN;NaN;NaN;NaN
5.511995898E1;5.266715773E-2;5.512005053E1;9.862773311E0;NaN;NaN;NaN;NaN;NaN
5.512490282E1;3.030729323E-2;5.512496386E1;1.019994354E1;NaN;NaN;NaN;NaN;NaN
5.512981615E1;1.679900511E-2;5.512990771E1;1.048538403E1;NaN;NaN;NaN;NaN;NaN
5.513476000E1;3.571077293E-2;5.513482104E1;1.070548365E1;NaN;NaN;NaN;NaN;NaN
5.513967333E1;6.026494043E-2;5.513973437E1;1.086072428E1;NaN;NaN;NaN;NaN;NaN
5.514458666E1;8.405563054E-2;5.514464770E1;1.099792427E1;NaN;NaN;NaN;NaN;NaN
5.514949999E1;9.884134876E-2;5.514959154E1;1.107744868E1;NaN;NaN;NaN;NaN;NaN
5.515441332E1;1.037090862E-1;5.515450488E1;1.107349335E1;NaN;NaN;NaN;NaN;NaN
5.515932665E1;1.001640297E-1;5.515944872E1;1.102084923E1;NaN;NaN;NaN;NaN;NaN
5.516423998E1;9.361611432E-2;5.516436205E1;1.097788629E1;NaN;NaN;NaN;NaN;NaN
5.516915331E1;8.074552536E-2;5.516927538E1;1.085098921E1;NaN;NaN;NaN;NaN;NaN
5.517409716E1;7.115104457E-2;5.517418871E1;1.069957429E1;NaN;NaN;NaN;NaN;NaN
5.517901049E1;7.641080832E-2;5.517910204E1;1.050487020E1;NaN;NaN;NaN;NaN;NaN
5.518392382E1;8.880993419E-2;5.518401537E1;1.032849584E1;NaN;NaN;NaN;NaN;NaN
5.518883715E1;1.001183488E-1;5.518892870E1;1.017437950E1;NaN;NaN;NaN;NaN;NaN
5.519378100E1;9.993531391E-2;5.519384203E1;1.002417687E1;NaN;NaN;NaN;NaN;NaN
5.519869433E1;9.876683308E-2;5.519878588E1;9.939977867E0;NaN;NaN;NaN;NaN;NaN
5.520360766E1;9.348258234E-2;5.520369921E1;9.856558600E0;NaN;NaN;NaN;NaN;NaN
5.520852099E1;8.676415009E-2;5.520861254E1;9.632455974E0;NaN;NaN;NaN;NaN;NaN
5.521343432E1;7.614785513E-2;5.521352587E1;9.319682564E0;NaN;NaN;NaN;NaN;NaN
5.521837817E1;5.993805007E-2;5.521846972E1;9.025709430E0;NaN;NaN;NaN;NaN;NaN
5.522329150E1;3.688491208E-2;5.522338305E1;8.714813009E0;NaN;NaN;NaN;NaN;NaN
5.522820483E1;2.296971360E-2;5.522829638E1;8.473313643E0;NaN;NaN;NaN;NaN;NaN
5.523314867E1;5.970153465E-2;5.523320971E1;8.216864684E0;NaN;NaN;NaN;NaN;NaN
5.523806200E1;1.123537392E-1;5.523812304E1;8.062351285E0;NaN;NaN;NaN;NaN;NaN
5.524297533E1;1.591476711E-1;5.524306689E1;7.942300342E0;NaN;NaN;NaN;NaN;NaN
5.524788866E1;1.979476468E-1;5.524798022E1;7.889865583E0;NaN;NaN;NaN;NaN;NaN
5.525280199E1;2.261999915E-1;5.525289355E1;7.865800924E0;NaN;NaN;NaN;NaN;NaN
5.525771532E1;2.364093926E-1;5.525783739E1;8.050865508E0;NaN;NaN;NaN;NaN;NaN
5.526265917E1;2.228772129E-1;5.526275072E1;8.411681704E0;NaN;NaN;NaN;NaN;NaN
5.526757250E1;1.923553966E-1;5.526766405E1;8.916057119E0;NaN;NaN;NaN;NaN;NaN
5.527248583E1;1.444229803E-1;5.527257738E1;9.505266057E0;NaN;NaN;NaN;NaN;NaN
5.527739916E1;9.060542130E-2;5.527749071E1;1.018064014E1;NaN;NaN;NaN;NaN;NaN
5.528231249E1;4.787750417E-2;5.528240404E1;1.089163541E1;NaN;NaN;NaN;NaN;NaN
5.528722582E1;6.858451757E-2;5.528734789E1;1.162800920E1;NaN;NaN;NaN;NaN;NaN
5.529216967E1;1.216692966E-1;5.529226122E1;1.225873359E1;NaN;NaN;NaN;NaN;NaN
5.529708300E1;1.758550370E-1;5.529717455E1;1.268679259E1;NaN;NaN;NaN;NaN;NaN
5.530199633E1;2.208446459E-1;5.530208788E1;1.284736511E1;NaN;NaN;NaN;NaN;NaN
5.530690966E1;2.454171758E-1;5.530700121E1;1.283951231E1;NaN;NaN;NaN;NaN;NaN
5.531182299E1;2.578587093E-1;5.531191454E1;1.265312702E1;NaN;NaN;NaN;NaN;NaN
5.531673632E1;2.587251589E-1;5.531685839E1;1.225119875E1;NaN;NaN;NaN;NaN;NaN
5.532164965E1;2.389045224E-1;5.532177172E1;1.168110084E1;NaN;NaN;NaN;NaN;NaN
5.532659350E1;2.034483420E-1;5.532668505E1;1.101014070E1;NaN;NaN;NaN;NaN;NaN
5.533150683E1;1.568053880E-1;5.533159838E1;1.027644382E1;NaN;NaN;NaN;NaN;NaN
5.533645068E1;1.054412179E-1;5.533651171E1;9.559894310E0;NaN;NaN;NaN;NaN;NaN
5.534136400E1;5.652324047E-2;5.534142504E1;8.928015380E0;NaN;NaN;NaN;NaN;NaN
5.534627734E1;3.160553829E-2;5.534633837E1;8.479071261E0;NaN;NaN;NaN;NaN;NaN
5.535119067E1;6.151590982E-2;5.535128222E1;8.086396960E0;NaN;NaN;NaN;NaN;NaN
5.535613451E1;1.012090369E-1;5.535619555E1;7.812925153E0;NaN;NaN;NaN;NaN;NaN
5.536104784E1;1.316200900E-1;5.536113940E1;7.717284310E0;NaN;NaN;NaN;NaN;NaN
5.536596117E1;1.504371412E-1;5.536605273E1;7.744054648E0;NaN;NaN;NaN;NaN;NaN
5.537087450E1;1.559977261E-1;5.537096606E1;7.938176159E0;NaN;NaN;NaN;NaN;NaN
5.537578783E1;1.521278664E-1;5.537587939E1;8.113083843E0;NaN;NaN;NaN;NaN;NaN
5.538073168E1;1.334738263E-1;5.538082323E1;8.345804018E0;NaN;NaN;NaN;NaN;NaN
5.538564501E1;1.129697018E-1;5.538573656E1;8.574673803E0;NaN;NaN;NaN;NaN;NaN
5.539055834E1;8.744142367E-2;5.539064989E1;8.890497619E0;NaN;NaN;NaN;NaN;NaN
5.539547167E1;6.187006210E-2;5.539556322E1;9.182523671E0;NaN;NaN;NaN;NaN;NaN
5.540038500E1;3.487576747E-2;5.540047655E1;9.511161730E0;NaN;NaN;NaN;NaN;NaN
5.540532885E1;1.871453000E-2;5.540542040E1;9.739216062E0;NaN;NaN;NaN;NaN;NaN
5.541024218E1;1.196821250E-2;5.541033373E1;1.003236311E1;NaN;NaN;NaN;NaN;NaN
5.541515551E1;1.721540375E-2;5.541524706E1;1.022683472E1;NaN;NaN;NaN;NaN;NaN
5.542006884E1;1.863536112E-2;5.542016039E1;1.032084678E1;NaN;NaN;NaN;NaN;NaN
5.542498217E1;2.348249805E-2;5.542507372E1;1.032782422E1;NaN;NaN;NaN;NaN;NaN
5.542992602E1;3.046284536E-2;5.543001757E1;1.028832951E1;NaN;NaN;NaN;NaN;NaN
5.543483935E1;3.202575194E-2;5.543493090E1;1.026310428E1;NaN;NaN;NaN;NaN;NaN
5.543975268E1;2.506384650E-2;5.543984423E1;1.024420790E1;NaN;NaN;NaN;NaN;NaN
5.544466601E1;1.803492045E-2;5.544475756E1;1.023183999E1;NaN;NaN;NaN;NaN;NaN
5.544960986E1;3.114186143E-2;5.544967089E1;1.017221454E1;NaN;NaN;NaN;NaN;NaN
5.545452319E1;4.893296669E-2;5.545461474E1;1.022790566E1;NaN;NaN;NaN;NaN;NaN
5.545943652E1;6.647925886E-2;5.545952807E1;1.029237621E1;NaN;NaN;NaN;NaN;NaN
5.546434984E1;7.960228589E-2;5.546444140E1;1.032564807E1;NaN;NaN;NaN;NaN;NaN
5.546926318E1;8.858249724E-2;5.546935473E1;1.033603396E1;NaN;NaN;NaN;NaN;NaN
5.547420702E1;9.202876882E-2;5.547429858E1;1.021418702E1;NaN;NaN;NaN;NaN;NaN
5.547912035E1;8.876290464E-2;5.547921191E1;9.983848206E0;NaN;NaN;NaN;NaN;NaN
5.548403368E1;7.587717894E-2;5.548412524E1;9.701655214E0;NaN;NaN;NaN;NaN;NaN
5.548894701E1;5.953168789E-2;5.548903857E1;9.393871006E0;NaN;NaN;NaN;NaN;NaN
5.549386034E1;3.490005965E-2;5.549395190E1;9.074475607E0;NaN;NaN;NaN;NaN;NaN
5.549877367E1;3.360531353E-2;5.549889574E1;8.692866446E0;NaN;NaN;NaN;NaN;NaN
5.550368700E1;6.309180845E-2;5.550380907E1;8.322842065E0;NaN;NaN;NaN;NaN;NaN
5.550863085E1;1.002431429E-1;5.550872240E1;7.978186762E0;NaN;NaN;NaN;NaN;NaN
5.551354418E1;1.373912196E-1;5.551363573E1;7.667615930E0;NaN;NaN;NaN;NaN;NaN
5.551845751E1;1.708046145E-1;5.551854906E1;7.565631625E0;NaN;NaN;NaN;NaN;NaN
5.552337084E1;1.929486740E-1;5.552346239E1;7.562888295E0;NaN;NaN;NaN;NaN;NaN
5.552831469E1;2.054672410E-1;5.552837572E1;7.630911676E0;NaN;NaN;NaN;NaN;NaN
5.553322802E1;2.058702792E-1;5.553331957E1;7.786252972E0;NaN;NaN;NaN;NaN;NaN
5.553814135E1;1.882219998E-1;5.553823290E1;8.042847315E0;NaN;NaN;NaN;NaN;NaN
5.554305468E1;1.611544197E-1;5.554314623E1;8.330603125E0;NaN;NaN;NaN;NaN;NaN
5.554796801E1;1.279968611E-1;5.554805956E1;8.775187466E0;NaN;NaN;NaN;NaN;NaN
5.555291186E1;8.647569330E-2;5.555300341E1;9.258920258E0;NaN;NaN;NaN;NaN;NaN
5.555782519E1;4.988784253E-2;5.555791674E1;9.729983534E0;NaN;NaN;NaN;NaN;NaN
5.556273852E1;6.632032340E-2;5.556283007E1;1.013428187E1;NaN;NaN;NaN;NaN;NaN
5.556765185E1;1.005860775E-1;5.556774340E1;1.051159219E1;NaN;NaN;NaN;NaN;NaN
5.557256518E1;1.289922732E-1;5.557265673E1;1.086625523E1;NaN;NaN;NaN;NaN;NaN
5.557750903E1;1.423413658E-1;5.557760058E1;1.109838346E1;NaN;NaN;NaN;NaN;NaN
5.558242236E1;1.404117890E-1;5.558251391E1;1.109404855E1;NaN;NaN;NaN;NaN;NaN
5.558733569E1;1.278261802E-1;5.558742724E1;1.086545757E1;NaN;NaN;NaN;NaN;NaN
5.559224902E1;1.035542573E-1;5.559234057E1;1.055231317E1;NaN;NaN;NaN;NaN;NaN
5.559716234E1;7.282968389E-2;5.559725390E1;1.017035431E1;NaN;NaN;NaN;NaN;NaN
5.560207568E1;4.019664366E-2;5.560219775E1;9.729434547E0;NaN;NaN;NaN;NaN;NaN
5.560698900E1;3.333822631E-2;5.560711108E1;9.353653138E0;NaN;NaN;NaN;NaN;NaN
5.561193285E1;5.346902207E-2;5.561202441E1;9.055303890E0;NaN;NaN;NaN;NaN;NaN
5.561684618E1;7.886197606E-2;5.561693774E1;8.838841453E0;NaN;NaN;NaN;NaN;NaN
5.562175951E1;1.000603409E-1;5.562185107E1;8.743260206E0;NaN;NaN;NaN;NaN;NaN
5.562667284E1;1.133619434E-1;5.562676440E1;8.739497102E0;NaN;NaN;NaN;NaN;NaN
5.563158617E1;1.185930952E-1;5.563167773E1;8.793424980E0;NaN;NaN;NaN;NaN;NaN
5.563653002E1;1.111334722E-1;5.563662157E1;8.958546610E0;NaN;NaN;NaN;NaN;NaN
5.564144335E1;9.178572064E-2;5.564153490E1;9.185932798E0;NaN;NaN;NaN;NaN;NaN
5.564635668E1;6.357635210E-2;5.564644823E1;9.383224064E0;NaN;NaN;NaN;NaN;NaN
5.565127001E1;4.066282916E-2;5.565136156E1;9.632367668E0;NaN;NaN;NaN;NaN;NaN
5.565618334E1;3.721716873E-2;5.565627489E1;9.868174616E0;NaN;NaN;NaN;NaN;NaN
5.566112719E1;4.518025148E-2;5.566121874E1;1.004948867E1;NaN;NaN;NaN;NaN;NaN
5.566604052E1;6.123409086E-2;5.566613207E1;1.020925118E1;NaN;NaN;NaN;NaN;NaN
5.567095385E1;7.218717492E-2;5.567104540E1;1.029045614E1;NaN;NaN;NaN;NaN;NaN
5.567586718E1;6.411372033E-2;5.567595873E1;1.021322230E1;NaN;NaN;NaN;NaN;NaN
5.568078051E1;4.870829661E-2;5.568087206E1;1.014601225E1;NaN;NaN;NaN;NaN;NaN
5.568572436E1;3.421597938E-2;5.568581591E1;9.976092567E0;NaN;NaN;NaN;NaN;NaN
5.569063769E1;1.737107754E-2;5.569072924E1;9.772289252E0;NaN;NaN;NaN;NaN;NaN
5.569555102E1;1.891214107E-2;5.569564257E1;9.614432370E0;NaN;NaN;NaN;NaN;NaN
5.570046435E1;2.836716000E-2;5.570055590E1;9.475750923E0;NaN;NaN;NaN;NaN;NaN
5.570540820E1;3.509103833E-2;5.570546923E1;9.326194401E0;NaN;NaN;NaN;NaN;NaN
5.571032153E1;3.612996747E-2;5.571041308E1;9.300612646E0;NaN;NaN;NaN;NaN;NaN
5.571523486E1;3.310243331E-2;5.571532641E1;9.318701925E0;NaN;NaN;NaN;NaN;NaN
5.572014819E1;2.517221579E-2;5.572023974E1;9.453707392E0;NaN;NaN;NaN;NaN;NaN
5.572506152E1;1.955863106E-2;5.572515307E1;9.667925407E0;NaN;NaN;NaN;NaN;NaN
5.573000536E1;2.534338334E-2;5.573009692E1;9.785395812E0;NaN;NaN;NaN;NaN;NaN
5.573491869E1;3.849677569E-2;5.573501025E1;9.976216759E0;NaN;NaN;NaN;NaN;NaN
5.573983202E1;5.658927802E-2;5.573992358E1;1.023234843E1;NaN;NaN;NaN;NaN;NaN
5.574474535E1;7.577688098E-2;5.574483691E1;1.036844652E1;NaN;NaN;NaN;NaN;NaN
5.574965868E1;9.530617295E-2;5.574975024E1;1.044276328E1;NaN;NaN;NaN;NaN;NaN
5.575457201E1;1.106071645E-1;5.575469408E1;1.043771087E1;NaN;NaN;NaN;NaN;NaN
5.575951586E1;1.157863639E-1;5.575960741E1;1.043391957E1;NaN;NaN;NaN;NaN;NaN
5.576442919E1;1.129850315E-1;5.576452074E1;1.039857081E1;NaN;NaN;NaN;NaN;NaN
5.576934252E1;1.052200345E-1;5.576943407E1;1.026103692E1;NaN;NaN;NaN;NaN;NaN
5.577428637E1;8.625628532E-2;5.577434740E1;1.003661919E1;NaN;NaN;NaN;NaN;NaN
5.577919970E1;6.619875938E-2;5.577926073E1;9.757707171E0;NaN;NaN;NaN;NaN;NaN
5.578411303E1;4.412925424E-2;5.578420458E1;9.463650134E0;NaN;NaN;NaN;NaN;NaN
5.578902636E1;3.380341156E-2;5.578911791E1;9.220060508E0;NaN;NaN;NaN;NaN;NaN
5.579397021E1;4.412518090E-2;5.579403124E1;9.033296042E0;NaN;NaN;NaN;NaN;NaN
5.579888354E1;6.731415098E-2;5.579897509E1;8.918263940E0;NaN;NaN;NaN;NaN;NaN
5.580379687E1;9.011901535E-2;5.580388842E1;8.866968092E0;NaN;NaN;NaN;NaN;NaN
5.580871020E1;1.003055020E-1;5.580880175E1;8.850038479E0;NaN;NaN;NaN;NaN;NaN
5.581362353E1;9.851314466E-2;5.581371508E1;8.864535773E0;NaN;NaN;NaN;NaN;NaN
5.581856737E1;8.660883699E-2;5.581865893E1;9.043640199E0;NaN;NaN;NaN;NaN;NaN
5.582348070E1;7.010354179E-2;5.582357226E1;9.303459463E0;NaN;NaN;NaN;NaN;NaN
5.582839403E1;4.465829708E-2;5.582848559E1;9.603237613E0;NaN;NaN;NaN;NaN;NaN
5.583330736E1;1.681502631E-2;5.583339892E1;9.909591573E0;NaN;NaN;NaN;NaN;NaN
5.583825121E1;1.207460094E-2;5.583831225E1;1.020978466E1;NaN;NaN;NaN;NaN;NaN
5.584316454E1;3.439676628E-2;5.584325610E1;1.044174324E1;NaN;NaN;NaN;NaN;NaN
5.584807787E1;4.926638852E-2;5.584816942E1;1.062772737E1;NaN;NaN;NaN;NaN;NaN
5.585299120E1;6.317252375E-2;5.585308276E1;1.073689551E1;NaN;NaN;NaN;NaN;NaN
5.585790453E1;7.555145757E-2;5.585799608E1;1.069600126E1;NaN;NaN;NaN;NaN;NaN
5.586284838E1;8.511892105E-2;5.586293993E1;1.056629080E1;NaN;NaN;NaN;NaN;NaN
5.586776171E1;9.016857437E-2;5.586785326E1;1.033672999E1;NaN;NaN;NaN;NaN;NaN
5.587267504E1;8.335572010E-2;5.587276659E1;1.011559911E1;NaN;NaN;NaN;NaN;NaN
5.587758837E1;6.749046579E-2;5.587767992E1;9.906502249E0;NaN;NaN;NaN;NaN;NaN
5.588250170E1;5.456363965E-2;5.588259325E1;9.649451422E0;NaN;NaN;NaN;NaN;NaN
5.588741503E1;5.389264754E-2;5.588753710E1;9.456443994E0;NaN;NaN;NaN;NaN;NaN
5.589232836E1;6.623909578E-2;5.589245043E1;9.323636177E0;NaN;NaN;NaN;NaN;NaN
5.589727221E1;8.304887906E-2;5.589736376E1;9.289434152E0;NaN;NaN;NaN;NaN;NaN
5.590218554E1;9.945792016E-2;5.590227709E1;9.249202109E0;NaN;NaN;NaN;NaN;NaN
5.590709887E1;1.025713529E-1;5.590719042E1;9.273982570E0;NaN;NaN;NaN;NaN;NaN
5.591201220E1;9.077483495E-2;5.591210375E1;9.370517116E0;NaN;NaN;NaN;NaN;NaN
5.591692553E1;6.740594722E-2;5.591701708E1;9.532586860E0;NaN;NaN;NaN;NaN;NaN
5.592183886E1;3.807159912E-2;5.592196093E1;9.769643183E0;NaN;NaN;NaN;NaN;NaN
5.592678271E1;1.390940526E-2;5.592687426E1;9.937291276E0;NaN;NaN;NaN;NaN;NaN
5.593169604E1;4.836716747E-2;5.593178759E1;1.015590176E1;NaN;NaN;NaN;NaN;NaN
5.593660937E1;8.868452572E-2;5.593670092E1;1.030724556E1;NaN;NaN;NaN;NaN;NaN
5.594152270E1;1.195257345E-1;5.594161425E1;1.034685611E1;NaN;NaN;NaN;NaN;NaN
5.594646654E1;1.353168298E-1;5.594652758E1;1.039520546E1;NaN;NaN;NaN;NaN;NaN
5.595137987E1;1.373010980E-1;5.595147143E1;1.034481607E1;NaN;NaN;NaN;NaN;NaN
5.595629787E1;1.254000743E-1;5.595638476E1;1.021813377E1;NaN;NaN;NaN;NaN;NaN
5.596122802E1;1.059291919E-1;5.596129809E1;1.003922226E1;NaN;NaN;NaN;NaN;NaN
5.596617187E1;7.616325018E-2;5.596621142E1;9.743063327E0;NaN;NaN;NaN;NaN;NaN
5.597108520E1;5.218092026E-2;5.597115526E1;9.421019485E0;NaN;NaN;NaN;NaN;NaN
5.597599853E1;5.794636598E-2;5.597606860E1;9.113542470E0;NaN;NaN;NaN;NaN;NaN
5.598091186E1;7.817339144E-2;5.598098659E1;8.982257278E0;NaN;NaN;NaN;NaN;NaN
5.598582519E1;9.114273966E-2;5.598591674E1;8.963644046E0;NaN;NaN;NaN;NaN;NaN
5.599075471E1;9.841861340E-2;5.599086059E1;9.020392055E0;NaN;NaN;NaN;NaN;NaN
5.599566804E1;9.885229816E-2;5.599577392E1;9.082311586E0;NaN;NaN;NaN;NaN;NaN
5.600058137E1;8.611816414E-2;5.600068725E1;9.188891507E0;NaN;NaN;NaN;NaN;NaN
5.600549470E1;6.287431387E-2;5.600560058E1;9.450188502E0;NaN;NaN;NaN;NaN;NaN
5.601040803E1;4.178292786E-2;5.601051391E1;9.729166303E0;NaN;NaN;NaN;NaN;NaN
5.601532136E1;2.536931427E-2;5.601544343E1;9.984890039E0;NaN;NaN;NaN;NaN;NaN
5.602026521E1;3.528567175E-2;5.602035676E1;1.021392425E1;NaN;NaN;NaN;NaN;NaN
5.602517854E1;4.506882701E-2;5.602527009E1;1.039297661E1;NaN;NaN;NaN;NaN;NaN
5.603009187E1;5.256610532E-2;5.603018342E1;1.050977846E1;NaN;NaN;NaN;NaN;NaN
5.603503572E1;5.225787743E-2;5.603509675E1;1.056659721E1;NaN;NaN;NaN;NaN;NaN
5.603994905E1;3.762510462E-2;5.604001008E1;1.049584315E1;NaN;NaN;NaN;NaN;NaN
5.604486238E1;2.455828032E-2;5.604495393E1;1.035175755E1;NaN;NaN;NaN;NaN;NaN
5.604977571E1;1.475434167E-2;5.604986726E1;1.019921723E1;NaN;NaN;NaN;NaN;NaN
5.605468904E1;1.647842545E-2;5.605478059E1;1.013960321E1;NaN;NaN;NaN;NaN;NaN
5.605960237E1;2.925561941E-2;5.605972444E1;1.005549309E1;NaN;NaN;NaN;NaN;NaN
5.606454622E1;4.389813593E-2;5.606463777E1;9.954633857E0;NaN;NaN;NaN;NaN;NaN
5.606945954E1;5.490260947E-2;5.606955110E1;9.911488929E0;NaN;NaN;NaN;NaN;NaN
5.607437288E1;6.157569709E-2;5.607446443E1;9.902082824E0;NaN;NaN;NaN;NaN;NaN
5.607928620E1;5.378100636E-2;5.607937776E1;9.929288582E0;NaN;NaN;NaN;NaN;NaN
5.608419954E1;4.493905858E-2;5.608429109E1;1.000680590E1;NaN;NaN;NaN;NaN;NaN
5.608914338E1;4.076916865E-2;5.608923494E1;1.011709000E1;NaN;NaN;NaN;NaN;NaN
